0.5	0.5	House
1	0.1	Judiciary
0.5	0.6	Subcommittee
0.9	0.7	on
0.6	0.1	Antitrust,
0.1	0.8	Commercial
0.8	0.2	and
1	0.3	Administrative
0.4	0.5	Law
0.4	0.2	Holds
0.5	0.3	Hearing
0.4	0.3	on
1	0	Online
0.5	0.2	Platforms
0.3	0.2	and
0.5	0.3	Market
0.7	0.9	Power:
0	0.6	Amazon,
0.7	0	Facebook,
0.8	0.4	Google,
0.2	0.5	and
0.7	0.3	Apple
0.8	0.4	LIST
0.2	0.5	OF
0.6	0.2	PANEL
0.8	0.8	MEMBERS
0.3	0.1	AND
0.3	0.4	WITNESSES
0.8	0.4	
1	0.2	
1	0.1	CICILLINE:
0.2	0.7	The
0.7	0.3	subcommittee
0.3	0.9	will
0.9	0.7	come
0.9	0.6	to
0.3	0.1	order.
0.4	0.9	Without
0.8	0.1	objection,
0.8	0.2	the
0.7	0.3	chair
0.6	0.5	is
0.3	0.1	authorized
0.4	0.2	to
0.4	0.8	declare
0.7	0.9	a
0.9	0.4	recess
0.5	0.6	at
0.3	0.4	anytime.
0.3	0.6	We
0.5	0	welcome
0	0.8	everyone
1	0.7	to
1	0.3	today's
0.1	0.4	hearing
0.1	1	on
0.7	0.2	Online
0.7	0.4	Platforms
0.1	0.2	and
0.9	1	Market
0.2	0.2	Power
0.6	0.5	Part
0	0.8	Six,
0.8	0.8	Examining
0.8	0.2	the
0.5	0.1	Dominance
0.4	0.7	of
0.1	0	Amazon,
0.9	0.2	Apple,
1	0.7	Facebook,
0.7	1	and
0.8	0.9	Google.
0.9	0.9	Before
0.5	0.5	we
0.4	0.4	begin,
0.6	0.5	I'd
0.5	0.9	like
0.4	0.3	to
0.9	0.5	remind
0.4	0.2	members
0.8	0.2	that
0.3	0.1	we
0.6	0.3	have
0.8	0.9	established
0.5	0.6	an
0	0.4	email
0.5	0.2	address
0.2	0.9	and
0.3	0.1	distribution
0.6	0.9	list
0.5	1	dedicating
0.7	0.7	to
0.7	0.1	circulating
0.4	0.6	exhibits,
0.6	0.8	motions,
0.1	0.8	or
0.3	0.6	other
0.4	0.8	written
0.9	0.9	materials
0.5	0.3	that
0.2	0.4	members
1	0.2	might
0.7	0.3	want
0.3	0.7	to
0.9	0	offer
0.8	0.3	as
0.1	0.2	part
0.3	0.2	of
0.8	0.8	our
0.8	0.1	hearing
0	0.1	today.
0.7	0.5	If
0.8	0.8	you'd
0.8	1	like
0.6	0	to
0.6	0.5	submit
0.5	0.9	materials,
0.5	0.3	please
0.4	0.1	send
0.9	0.1	them
0.2	0.5	to
0.7	0.6	the
0.9	0.4	email
0.1	0.9	address
0.8	0.8	that
0.2	0.9	has
0.1	0.8	been
0.5	0.4	previously
0	0.7	distributed
0.4	0.7	to
0.9	0.9	your
0.5	0.5	offices,
0.2	0.4	and
0.5	0.6	we
0.6	0.6	will
0.4	0.2	circulate
0.6	0.4	the
0.5	0.6	materials
0.2	1	to
0.4	0.1	members
0.9	0.7	and
0.9	0.5	staff
0.6	0.3	as
0.9	0.4	quickly
0.3	0.9	as
0.4	0.9	we
0	1	can.
0.1	0	I
0.4	0.1	would
0.8	0.5	also
0.2	0.3	remind
0.8	1	all
0.7	0.5	members
0.7	0.6	that
0.8	0.6	guidance
0.7	0.1	from
0.1	0.2	the
0.9	0.1	Office
0.9	0.8	of
0.9	0.5	the
0.5	0.8	Attending
0.1	0.8	Physician
0.1	0.7	states
0.5	0.8	that
0.1	0.9	face
0.7	0.9	coverings
0.6	0.5	are
0.8	0.6	required
0.9	1	for
0.8	0.7	all
0.7	0.8	meetings
0.1	0.3	in
0.1	0.7	an
0.5	0.9	enclosed
0.8	0.4	space
0.9	0.6	such
0.8	0	as
0.2	0.3	committee
1	1	hearings.
0.7	1	I
0.7	0.8	expect
0.9	0.4	all
0.1	0.3	members
0.5	0.3	on
0	0.4	both
0	0.5	sides
0.6	0.6	of
0.2	0.3	the
0.7	0.3	aisle
0.2	0.6	to
0.3	0.1	wear
0.5	0.8	a
0.6	0.1	mask
0.4	0.4	except
0.4	0	when
0.2	0.2	you
1	0.1	are
0.8	0.2	speaking.
0.3	0.9	I
0.8	0.9	now
0.5	0.9	recognize
0.8	0.2	myself
0.9	0.9	for
1	0.1	an
0.3	0.8	opening
0.5	0	statement.
0.7	0.2	More
0.4	0.9	than
0.4	0.7	a
0.6	0.6	year
0.5	0.3	ago,
0.7	0.1	the
0.7	0.9	subcommittee
1	0.1	launched
0.2	0.6	an
0.7	0.4	investigation
0.6	0.5	into
0.6	0.1	digital
0.6	0.3	markets.
0.6	0.6	Our
0.3	0.6	two
0.6	0.9	objectives
0.1	0.9	have
0.3	0.7	been
0.6	0.3	to
0.3	0.7	document
0.3	0.3	competition
0.8	0.4	problems
0.5	0.8	in
0.1	0.7	the
0.7	0.7	digital
0.1	0.5	economy
0.9	0.9	and
0.6	0.2	to
0.5	0.5	evaluate
0	1	whether
1	0.7	the
0.3	0.6	current
0.8	0.3	antitrust
0.2	0.5	framework
0.3	0.1	is
0.6	0.3	able
0.5	0.9	to
0.4	0.8	properly
0	0.7	address
0.2	0.5	them.
0.5	0.7	In
0.8	0.3	September
0.1	0.1	2019,
0.8	0.4	the
0.8	0.2	chairman
0.1	0.7	and
0.7	0.6	ranking
0.4	0.3	members
0.9	0.5	of
0.1	0.8	the
0.4	0.2	full
0.3	0.8	committee
0.1	0.2	and
1	0.1	this
0.6	0.9	is
0.6	0.7	subcommittee
0.1	0.3	issued
0.4	0.4	sweeping
0.1	0.2	bipartisan
0.3	0.9	requests
0.9	0.2	for
0.5	0.3	information
0.3	0.6	to
0.7	0.2	the
0.9	0.1	four
0.7	0.3	firms
0.8	0.2	that
0.7	0.9	will
0.7	0.8	testify
0.7	0.2	at
0.2	0.3	today's
0.8	0.8	hearing.
0.7	1	Since
0.4	0.3	then,
0.2	0.4	we
0.4	0.7	have
0.9	0	received
0.8	0.4	millions
0.5	0.6	of
0.9	0.5	pages
0.2	0.7	of
0.1	1	evidence
0.4	0.3	from
0.4	0.9	these
0.9	0.2	firms
0.6	0.7	as
0.1	0.1	well
0.3	0.7	as
0.6	0.5	documents
0.2	0.9	and
0.3	0	submissions
0.9	0.6	for
0.6	0.9	more
0.6	0.1	than
0.6	0.9	100
0.6	0.6	market
0.3	0.7	participants.
0.4	0.1	We
0.3	0.3	also
0.1	0.7	conducted
0.3	0.1	hundreds
0.8	0.1	of
0.1	0.2	hours
0.9	0.1	of
0.6	0.4	interviews.
0.8	0.3	As
0.6	0.5	part
0.8	0.2	of
0.6	0.8	this
0.2	0.8	investigation,
0.7	0.5	we
0.7	0.2	have
0.7	0.4	held
0.3	0.2	five
0.4	0.7	hearings
0.1	0.3	to
0.3	0.3	examine
0.2	0.3	the
0.3	0	effects
0.4	0.8	of
0.9	0.7	online
0.7	0.5	market
0.2	0.6	power
0.9	0.6	on
0.5	0.8	innovation
0.9	0.8	and
0.7	0.5	entrepreneurship,
0.2	0.4	data
0.8	0.6	privacy,
0.9	0.3	a
0.4	0.6	free
1	0.3	and
0.4	0.8	diverse
0.9	0.9	press,
0.9	0.6	and
0.4	0.9	independent
0.9	0.5	businesses
0.2	0.7	in
0.9	0.4	the
0.8	1	online
0.4	0.3	marketplace.
0.9	0.2	We've
0.2	0.5	held
0.4	0.8	17
0.8	0.7	briefings
0.2	0.3	and
0.1	0.5	roundtables
0.8	0.7	with
0.8	0.6	over
0.1	0.8	35
0.3	0.5	experts
0.8	0.3	and
0.8	0.9	stakeholders
0.6	0.9	in
0.6	0.1	support
0.5	0.4	of
0.6	0.6	our
0.2	0.3	work.
0.2	0.5	This
1	0.7	investigation
0.1	0.7	has
0.8	0.6	been
0.5	0.8	bipartisan
0.2	0.9	from
0.5	0.9	the
0.7	0.6	start.
0.7	0.1	It's
0.4	0.5	been
0.4	0.1	an
0.9	0.8	honor
1	0.8	to
0.4	0.3	work
0	0.3	alongside
1	0.3	my
0.7	0.5	colleague,
0.4	0.5	Congressman
0.5	0.9	Jim
0.9	0.7	Sensenbrenner,
0.1	0.9	this
0.8	0.1	subcommittee's
0.3	0.3	ranking
0.8	0.7	member,
0.5	0.1	as
0.5	0	well
0.8	0.3	as
0.5	0.9	the
0.6	0.7	former
0.8	0.2	ranking
0.9	0.2	member
0.9	0.2	of
0.4	0.5	the
0.3	0.4	full
0.3	0.1	committee,
0.8	0.9	Congressman
0.2	1	Doug
0.9	0.8	Collins.
0.7	0.4	We
0.6	0.9	worked
0.4	0.4	closely
0.4	0.1	with
1	0.8	all
0.5	0.9	members
0.5	0.4	of
0.2	0.9	the
0.2	0.8	subcommittee
0.3	0.5	on
0.4	0.1	both
0.6	0.3	sides
0.1	0.3	of
0.8	0.1	the
0.7	0.7	aisle.
0	0.3	We
0.4	0.4	have
0.6	0.5	taken
0.8	0	this
0.7	0.3	work
0.9	0.1	seriously
0.3	1	and
0.9	0.3	studied
0.1	0.2	these
0.2	0.2	issues
0.3	0.3	carefully.
0.6	0.8	As
0.9	0.6	my
0.9	0	colleague,
0	0.5	Congressman
0.3	0.5	Ken
0.6	0.9	Buck,
0.8	0.6	recently
0.8	0.3	commented,
0.6	0.7	and
0.2	0.8	I
0.2	0.7	quote,
0.2	0.3	"This
1	0.1	is
0.7	1	the
0.2	1	most
0.7	0.3	bipartisan
0.7	0.2	effort
1	0.7	that
0.9	0.6	I've
0.2	0.5	been
0.5	0.2	involved
0.3	0	with
0.5	0.9	in
0.5	1	5.5
0.3	0.4	years
0.9	0.9	of
0.1	0.1	Congress."
0.8	0.6	The
0.4	0.3	purpose
0.2	0.5	of
0.9	0.5	today's
0.6	0.5	hearing
0.4	0.4	is
0.5	1	to
0.1	0.4	examine
0.7	0.8	the
0.8	0.1	dominance
0.6	0.8	of
0.1	1	Amazon,
0.3	0.1	Apple,
0	0.8	Facebook,
0.1	0.8	and
0.2	0.3	Google.
0.6	0.6	Amazon
0.4	0.3	runs
0.5	0.1	the
0.4	0.6	largest
0.9	0.6	online
0.3	0.3	marketplace
0.1	0.5	in
0.4	0.3	America,
0.9	0.6	capturing
0.9	0.1	70
0.1	0.2	percent
0.1	0.8	of
0.3	1	all
0.1	0.6	online
0.2	0.5	marketplace
0.9	0.5	sales.
0.7	0.7	It
0.2	0	operates
0.1	0.5	across
0.3	0.6	a
0.4	0.3	vast
0.1	0	array
0	1	of
0.3	0.8	businesses
0.2	0.6	from
0.8	0.6	cloud
0.5	0.2	computing
0.7	0.3	and
0.9	0.6	movie
0.9	0.6	production
0.1	0.2	to
0.8	0.8	transportation
0.7	0.8	logistics
0.2	0.1	and
0.7	0.4	small
0.3	0.8	business
0.4	0.2	lending.
1	0.1	Amazon's
0.2	0.9	market
0.2	0.5	valuation
0.7	0	recently
0	0.2	hit
0.3	0.4	$1.5
0.7	0.1	trillion,
0.3	0.5	more
0.3	1	than
0.1	0.7	that
0.5	0.7	of
0.6	0.8	Walmart,
0.4	0.9	Target,
0.4	0.2	Salesforce,
0.9	0.3	IBM,
0.3	0.6	eBay,
0.3	0.8	and
0	0.3	Etsy
0.1	0.2	combined.
0.2	0.3	Apple
0.8	0.2	is
0.3	0.1	a
0.6	0.3	dominant
0.9	0.9	provider
1	0.8	of
0.9	0.6	smart
0.1	0.5	phones,
0.2	0.4	with
0.7	0.5	more
0.5	0.4	than
0.1	0.7	100
0.8	0.6	million
