0.6	0.9	**The
0.3	0.4	Project
0.7	0.8	Gutenberg
0.6	0.9	Etext
0.5	0.4	of
0.3	0.8	Moby
0.5	0.8	Dick,
0.4	0.7	by
0.3	0.8	Herman
1	0.8	Melville**
0.3	0.1	#3
0.3	0.3	in
0.6	0.9	our
0.7	0.6	series
0.8	0.1	by
0.1	0.3	Herman
0.6	0.3	Melville
0.3	0.6	
0.9	0.9	This
0.2	0.8	Project
0.1	0.7	Gutenberg
0.9	0.5	version
0.9	0	of
0.3	0.5	Moby
0	0.3	Dick
0.8	0.3	is
0.7	0.1	based
0.8	0	on
1	0.3	a
0.8	0.4	combination
0.7	0.5	of
0.1	0.9	the
0.5	0.3	etext
0.3	0.1	from
0.2	0.8	the
0.6	0.7	ERIS
0.2	0.7	project
0.6	0.4	at
0.9	0.1	Virginia
0.9	0.7	Tech
0.7	0.2	and
0	0.2	another
0.9	1	from
0.5	0.2	Project
0.8	0.5	Gutenberg's
0.1	0.4	archives,
1	0.6	as
0.3	0.8	compared
0.2	0.3	to
0.3	0.3	a
0.7	0.2	public-domain
0.7	0.6	hard
0	0.4	copy.
1	0.1	
0.8	0.1	Copyright
0.8	0.3	laws
0.6	0.5	are
0.7	0.1	changing
0.2	0.7	all
0.4	0.8	over
0.2	0.5	the
0.7	0.5	world,
0.3	0.6	be
0	0.5	sure
0.9	0.6	to
0.8	0.8	check
0.7	0.3	the
0.3	0.4	copyright
0.8	0.1	laws
1	0.7	for
0.9	0.7	your
0.1	0.9	country
0.6	0.1	before
0.5	0.4	posting
0.3	0.9	these
0.7	0.1	files!!
0.9	0.9	
0.8	0.9	Please
0.4	0.1	take
0.2	0.6	a
0.2	0.8	look
0.6	0.1	at
0.3	0.9	the
0.6	0.2	important
0.5	0.5	information
0.9	0.8	in
0.9	0.8	this
0.6	0.6	header.
0.7	0.5	We
1	0.8	encourage
0.1	0.4	you
0.6	0.5	to
0.4	0.4	keep
0.1	0.7	this
0.8	0.3	file
0.9	0.7	on
0.4	0.9	your
0.2	0.5	own
0.6	0.4	disk,
0.7	0.1	keeping
0.5	0.4	an
0.5	0	electronic
0.1	0	path
0.3	0.6	open
0.8	0	for
0.8	0	the
0.4	0.8	next
0.8	0.2	readers.
0.3	0.7	
0.2	0.2	Do
0.1	0.3	not
0.1	0.3	remove
0.1	0.7	this.
0.5	0.9	
0.8	0.5	
0.3	0.1	**Welcome
0.3	0.3	To
0.9	0.3	The
0.9	0.4	World
0.5	0.5	of
0.2	0.8	Free
0.9	0.9	Plain
0.5	0.2	Vanilla
0.9	0.2	Electronic
0.8	0.3	Texts**
0.6	0.5	
0.8	0.4	**Etexts
0.7	0.6	Readable
0.9	0.9	By
0.7	1	Both
0.9	0.9	Humans
0	0.8	and
0.2	0.7	By
0.7	0.7	Computers,
1	0.9	Since
0.2	0.9	1971**
0.5	0.2	
0	0.2	*These
1	0.8	Etexts
0.3	0.7	Prepared
0.7	0.6	By
0.8	0.1	Hundreds
0.1	0.6	of
0.3	0.1	Volunteers
0.7	0.6	and
0.8	0.5	Donations*
0.9	0.3	
0.8	0.9	Information
0.7	0.5	on
0	0.4	contacting
0.2	0.3	Project
0.3	0.8	Gutenberg
0.8	0.5	to
0.4	0.4	get
0.7	0.1	Etexts,
1	0.6	and
0.9	0.6	further
1	0.7	information
1	0.3	is
0.7	0.8	included
0.2	0.5	below.
0.6	0.1	
0.5	0.2	We
1	0.5	need
0.1	0.3	your
0.2	0.5	donations.
0.2	0.9	
0.5	0.9	
0.1	0.6	Title:
0.8	0.7	
0.9	0.7	Moby
0.3	0.9	Dick;
0.4	0	or
0.2	0.6	The
0.4	0	Whale
0.1	0.2	
0.8	0.2	Author:
0.1	1	
0.9	0.6	Herman
0.1	1	Melville
0.2	0.1	
0.8	0.8	June,
0.3	0.4	2001
0.1	0.8	
0.9	0.5	[Etext
0.4	0.8	#2701]
1	0.7	
0.4	0.3	**The
0.4	0.6	Project
0.8	0.6	Gutenberg
0.1	0.5	Etext
0.5	0.9	of
0	0.1	Moby
0.3	0.3	Dick,
0.5	0.7	by
0.7	0.3	Herman
0.6	0.6	Melville**
0.1	0.1	******This
0.1	0.2	file
0.6	0.5	should
1	1	be
0.2	0.6	named
0.5	0.9	moby10b.txt
0.1	0.6	or
0.4	1	moby10b.zip******
0.9	0.9	
0.8	0.8	Corrected
0.9	0.6	EDITIONS
0.6	0.6	of
0.7	0.9	our
0.2	0.1	etexts
0.6	0.8	get
0.5	0.7	a
1	0.6	new
0.4	0.2	NUMBER,
0.4	0.3	moby11b.txt
0.2	0.6	VERSIONS
0.4	0.7	based
0.1	0.1	on
0.4	0.6	separate
0.9	0.2	sources
0.9	0.1	get
0.2	0.7	new
1	0.8	LETTER,
0.8	0.3	moby10c.txt
0.6	0.1	
0.4	0.6	This
0.3	0.3	etext
0.4	0.6	was
0.4	0.2	prepared
0	0.9	by
0.9	0.6	Daniel
0.9	0.8	Lazarus
0.5	0.5	and
0.3	0.6	Jonesey
0.3	0.7	
0.8	0.5	Project
0.5	0.7	Gutenberg
0.8	0.4	Etexts
0.1	0.6	are
0.7	0.8	usually
0.4	0.5	created
0.2	0.8	from
0.6	0.4	multiple
0.4	0.8	editions,
0.9	0	all
1	0.4	of
0.8	0.2	which
0.8	0.4	are
0.8	0.6	in
0.7	0.1	the
0.7	0.7	Public
0.6	0.8	Domain
0	0.7	in
0.9	0.3	the
0.9	0.4	United
0.5	0.5	States,
0.3	0.6	unless
0.9	0.6	a
0.4	0.3	copyright
0.9	1	notice
0.1	0.1	is
0.6	0.5	included.
0.4	0.5	
1	0.1	Therefore,
0.4	0.8	we
0.6	0.4	usually
0	0.8	do
0.9	1	NOT
0.8	0.4	keep
0.5	0.5	any
0.7	0.6	of
0.3	0.3	these
0.9	0.9	books
0.3	0.7	in
1	0.4	compliance
1	0.8	with
0.9	0.3	any
0.1	0.9	particular
1	0.2	paper
0.5	0.2	edition.
0.2	0.2	
0.6	0.3	
0.6	0.7	We
0.5	0.6	are
0.7	0.2	now
0.1	0.6	trying
0.9	1	to
0.3	0.7	release
0.3	0.3	all
0.3	0.1	our
0.9	0.6	books
0.4	0	one
0.2	0.7	month
0.6	0.9	in
0.3	0.1	advance
0.7	0.9	of
0.1	0.2	the
0.2	0.5	official
0.5	0.9	release
0.8	0.5	dates,
0.7	0.9	leaving
0	0.9	time
0.9	0.4	for
0.5	0.8	better
0.1	0.5	editing.
0.1	0.7	
0.6	0.8	Please
0.6	0.1	note:
0.4	0.3	
0.9	0.6	neither
0.8	0.4	this
0.1	0	list
0.9	0.6	nor
0.5	0	its
0.4	0.1	contents
0.9	0.7	are
0.8	0.6	final
0.2	0.3	till
0.2	0.8	midnight
0.9	0.6	of
0.8	0.6	the
0.8	0.8	last
0.2	0.3	day
0.6	0.5	of
0.7	0.7	the
0.3	0.1	month
0.2	0.9	of
0.2	0.3	any
1	0	such
0.5	0.1	announcement.
0.9	0.6	The
0.6	0.2	official
0.3	0.1	release
0.8	0.8	date
0.8	0.9	of
0.6	0.5	all
0.7	0.8	Project
0.6	0.5	Gutenberg
0.7	0.9	Etexts
0.4	0.4	is
0.2	0.7	at
0	0.1	Midnight,
0.1	0.9	Central
0.4	0.2	Time,
0.1	0.2	of
1	0.7	the
0.2	0.7	last
